longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.37,38.57,16,3895,896,1762,855,2.6635,INLAND,135800
-120.95,37.64,32,3487,740,1957,685,2.7209,INLAND,88300
-121.44,38.61,34,172,38,149,55,2.6442,INLAND,55000
-119.8,36.72,15,1908,417,1383,375,1.0472,INLAND,57800
-119.81,36.76,48,2059,388,834,405,2.9306,INLAND,67900
-121.06,39.23,10,2229,537,982,512,2.186,INLAND,132700
-121.32,37.95,36,747,189,338,145,1.7885,INLAND,62100
-115.5,32.68,18,3631,913,3565,924,1.5931,INLAND,88400
-120.81,38.74,29,2259,482,1099,463,2.3314,INLAND,121600
-119.54,36.52,16,2703,415,1106,372,4.2045,INLAND,120900
-118.4,34.7,10,4122,814,2164,710,4.2941,INLAND,151600
-121.35,38.02,16,1665,311,1301,259,2.8403,INLAND,132300
-121.31,37.9,38,226,44,125,38,2.9,INLAND,125000
-117.33,34.41,13,3684,604,1767,585,3.7478,INLAND,113500
-117.28,34.15,32,2170,430,815,401,3.1765,INLAND,135000
-120.95,37.65,14,5200,1119,3221,1102,2.6964,INLAND,107000
-121.02,39.27,52,3720,707,1424,609,3.2,INLAND,155000
-117.22,33.9,8,8302,1461,5155,1370,4.0467,INLAND,121500
-116.85,34.26,18,6988,1635,2044,726,2.4308,INLAND,90600
-117.46,34.04,3,12870,2315,5820,1759,4.2429,INLAND,147300
-120.77,37.42,27,949,224,888,241,2.3333,INLAND,72800
-121.44,38.64,18,1756,442,837,320,1.125,INLAND,70500
-117.72,34,15,4363,690,2410,666,5.4824,INLAND,179700
-121.3,37.96,31,2668,812,1398,721,1.125,INLAND,110400
-121.51,38.51,33,2918,439,1085,427,5.5208,INLAND,171300
-119.77,36.85,8,1519,234,711,248,5.9897,INLAND,123600
-122.03,38.69,23,1796,380,939,330,2.7955,INLAND,96300
-120.95,37.67,15,3062,584,1624,538,4.3864,INLAND,137600
-119.69,36.77,22,2456,496,1720,417,2.6875,INLAND,60600
-121.47,37.58,14,1594,292,887,287,4.6625,INLAND,294000
-121.46,37.73,20,2039,373,862,330,5.1629,INLAND,222900
-119.19,36.14,41,759,140,408,129,3.9,INLAND,85900
-117.29,34.11,35,2426,715,1920,586,1.5561,INLAND,68000
-121.14,37.48,6,1772,332,1011,331,3.7045,INLAND,128100
-122.63,38.96,20,2507,577,1072,457,2.3083,INLAND,60200
-121.5,38.52,37,2008,466,1261,427,2.2574,INLAND,59100
-121.41,38.62,21,3260,763,1735,736,2.5162,INLAND,97500
-117.77,34.1,50,2388,494,1241,459,2.8818,INLAND,167200
-114.61,33.62,16,1187,261,1115,242,2.1759,INLAND,61500
-121.24,38.79,15,2615,485,1063,428,3.7904,INLAND,173200
-121.43,38.64,34,2010,411,1501,422,2.0417,INLAND,65900
-116.47,33.94,18,2233,471,919,388,3.2578,INLAND,85200
-121.47,38.58,43,3807,952,1484,850,2.3266,INLAND,137500
-121.62,39.15,36,2321,455,1168,489,3.0962,INLAND,74000
-120.02,36.8,25,1270,255,1050,245,2.1618,INLAND,55300
-118.97,37.64,13,1907,544,575,234,3.0685,INLAND,162500
-121.42,38.54,29,1407,265,556,235,3.0521,INLAND,108000
-122.23,40.63,16,1141,220,563,200,2.3287,INLAND,130700
-118.05,34.11,48,1410,304,677,274,3.2596,INLAND,272400
-117.53,33.83,7,2191,324,1156,310,5.5362,INLAND,195600
-118.39,37.37,25,3295,824,1477,770,1.8325,INLAND,105800
-121.96,38.34,7,3292,698,1911,702,3.89,INLAND,140300
-121.28,38.7,14,5827,1246,2578,1038,3.0212,INLAND,112900
-120.6,38.76,22,1236,273,615,248,3.0217,INLAND,106900
-119.82,36.77,41,1441,274,646,296,3.0568,INLAND,71300
-119.72,36.76,23,6403,,3573,1260,2.3006,INLAND,69000
-119.9,36.79,22,1970,332,1066,319,3.3125,INLAND,106100
-121.47,38.53,43,3215,725,2400,625,1.4625,INLAND,54400
-119.86,36.81,4,4530,1070,1804,837,3.3942,INLAND,72100
-123.48,40.34,19,518,108,216,80,2.7083,INLAND,64500
-122.24,40.16,19,2500,509,1293,494,2.035,INLAND,55100
-117.58,33.87,30,701,131,356,125,3.2917,INLAND,144300
-120.43,36.18,29,579,116,218,99,2.1458,INLAND,104200
-117.34,34.08,35,1380,248,730,264,3.2305,INLAND,93700
-120.04,38.86,16,2708,481,712,261,3.7891,INLAND,117700
-117.34,34.46,9,5983,1122,3515,1064,3.1505,INLAND,102000
-117.25,34.06,23,4503,1156,3264,937,1.9821,INLAND,93000
-117.25,34.06,18,5009,1108,2948,963,3.0042,INLAND,106500
-120.18,39.17,18,1703,360,354,163,3.6563,INLAND,146900
-121.83,40.69,14,821,170,477,129,3.15,INLAND,87500
-119.44,36.59,28,1343,330,1331,305,1.516,INLAND,56700
-116.17,33.53,13,1713,512,1978,442,2.1287,INLAND,58600
-117.4,33.97,38,1383,238,649,232,5.0194,INLAND,148900
-122.32,40.71,18,2879,578,1399,586,2.4036,INLAND,105400
-119.21,36.39,31,1465,303,1013,297,2.0363,INLAND,53500
-121.5,38.57,41,1124,344,807,316,1.4712,INLAND,94600
-121.13,37.47,37,1995,448,1559,443,2.1833,INLAND,92700
-121.98,37.95,14,6290,854,2724,820,6.7371,INLAND,267400
-119.88,36.93,12,3174,520,1590,488,4.5347,INLAND,101200
-116.99,34.88,23,6060,1165,2920,1072,3.1528,INLAND,69000
-118.98,37.64,17,3769,908,1160,453,3.05,INLAND,188900
-117.37,33.98,52,201,44,130,24,2.025,INLAND,125000
-119.81,36.78,36,1650,313,660,298,3,INLAND,79700
-117,34.89,29,2637,512,1188,446,2.99,INLAND,69400
-117.68,34.14,4,4791,695,1871,659,6.9532,INLAND,277000
-122.78,39.05,15,1601,323,661,269,2.6181,INLAND,108900
-119.02,35.42,40,1089,226,520,218,2.2727,INLAND,67200
-121.55,37.37,39,759,141,252,106,3.6964,INLAND,262500
-121.18,38.69,7,7104,970,2772,920,6.3528,INLAND,274500
-117.87,34.15,24,5745,735,2061,679,8.2827,INLAND,451400
-119.78,36.83,18,4164,741,1817,681,4.2153,INLAND,95200
-117.38,33.98,52,2274,571,1167,504,2.0284,INLAND,101600
-117.34,34.07,46,1851,425,1100,377,2.0461,INLAND,90500
-117.5,33.96,12,7923,1470,4861,1385,4.2985,INLAND,139200
-119.64,36.82,14,4872,656,2085,617,5.6739,INLAND,173800
-119.34,36.22,38,2708,460,1260,455,3.0905,INLAND,78200
-118.07,34.56,5,10264,1821,5871,1790,4.2329,INLAND,145500
-117.05,34.02,21,3098,646,1351,614,2.598,INLAND,106700
-117.86,34.13,40,1304,280,607,256,2.588,INLAND,209500
-121.42,38.52,32,2828,556,1655,485,2.5574,INLAND,72600
-117.27,34.07,21,418,132,401,120,1.7206,INLAND,82100
-119.35,36.2,31,1783,382,1266,358,2.2264,INLAND,50800
-121.36,37.99,8,1801,380,684,350,4.2589,INLAND,134900
-121.26,37.97,41,2398,448,1143,444,3.0352,INLAND,69800
-122.93,41.48,20,4288,789,1800,660,2.723,INLAND,79600
-120.98,37.79,20,2458,491,1227,481,2.7857,INLAND,110900
-117.32,34.09,30,1129,251,1034,237,2.3917,INLAND,78600
-121.52,39.5,33,1462,241,569,231,3.2833,INLAND,82600
-121.36,37.96,32,614,95,227,107,3.9922,INLAND,247400
-122.35,40.57,22,589,97,338,107,3.2639,INLAND,87500
-120.85,37.77,20,651,157,421,151,2.0833,INLAND,77300
-117.78,34.58,6,10263,1864,6163,1781,3.8803,INLAND,120000
-121.71,39.42,21,1432,284,862,275,2.2813,INLAND,57600
-119.45,35.07,45,973,183,500,177,2.6389,INLAND,30000
-118.19,34.67,8,11275,1822,5731,1692,5.0285,INLAND,167900
-120.99,37.69,25,2773,384,1060,381,6.4788,INLAND,199400
-119.34,36.23,12,4965,872,2191,804,3.5611,INLAND,90200
-120.65,37.09,22,886,173,595,161,2.4398,INLAND,150000
-121.18,38.83,15,4488,859,2114,805,2.9484,INLAND,124400
-117.37,33.99,44,917,224,666,220,1.685,INLAND,114200
-121.79,37.67,26,2163,339,947,346,6.0797,INLAND,211000
-119.45,35.13,34,1440,309,808,294,2.3013,INLAND,26600
-115.55,32.82,34,1540,316,1013,274,2.5664,INLAND,67500
-117.17,34.12,3,15695,2248,6080,1920,6.2178,INLAND,173900
-122.38,40.58,34,1262,267,520,259,1.6983,INLAND,72600
-116.48,33.8,15,3004,615,437,210,3.6667,INLAND,90000
-119.81,36.73,51,956,196,662,180,2.101,INLAND,56700
-115.57,32.84,29,1207,301,804,288,1.9531,INLAND,61100
-122.2,39.93,9,1296,287,768,260,1.9191,INLAND,54400
-120.91,38.11,9,3585,680,1800,598,3.636,INLAND,133100
-119.83,36.78,30,3162,640,1660,639,2.8359,INLAND,80300
-119.29,36.55,21,2467,520,1721,515,2.5521,INLAND,65600
-117.49,34.04,4,6034,1170,3527,1098,4.1775,INLAND,143700
-122.65,38.96,27,2143,580,898,367,1.6769,INLAND,63200
-117.32,33.87,15,826,138,440,134,4.8125,INLAND,173900
-121.44,38.56,52,906,165,257,166,2.8542,INLAND,139400
-121.3,38.89,23,1750,297,1012,315,3.4706,INLAND,99300
-119.01,35.4,11,8739,2190,4781,1919,1.7109,INLAND,44600
-117.48,33.91,22,3611,666,1869,649,4.2207,INLAND,141100
-119.08,37.78,17,1631,335,285,128,2.7656,INLAND,130000
-121.31,37.44,33,69,28,47,14,0.536,INLAND,112500
-120.93,39.17,13,2331,464,1110,419,3.6563,INLAND,164900
-120.39,37.98,52,1056,274,584,255,2.1513,INLAND,86700
-117.19,34.07,40,2374,500,1772,455,2.189,INLAND,72500
-116.9,34.25,16,3018,523,556,244,3.5288,INLAND,189700
-119.74,36.76,42,2093,470,1621,438,1.7994,INLAND,58700
-121.83,37.95,17,1133,244,716,235,2.875,INLAND,162500
-119.05,35.42,35,2353,483,1368,455,2.325,INLAND,63200
-119.11,36.29,18,1666,294,859,301,2.6065,INLAND,93800
-121.23,37.96,44,2204,473,1277,435,1.5539,INLAND,59200
-121.96,37.95,7,3418,740,1583,676,3.6133,INLAND,196100
-122.61,41.74,15,4206,922,1863,869,2.0591,INLAND,55700
-119.81,36.76,52,1792,352,1049,357,2.4375,INLAND,57100
-118.16,34.7,33,2918,494,1365,478,4.8787,INLAND,127700
-121.42,38.6,23,3713,1078,2194,1018,1.7451,INLAND,89600
-122.4,40.51,20,1750,352,834,340,2.485,INLAND,100600
-121.49,38.55,52,2515,460,836,442,3.3844,INLAND,151100
-121.13,38.47,16,2574,441,1041,428,3.6645,INLAND,203400
-121.32,37.95,40,964,230,742,209,1.2625,INLAND,43000
-121.5,38.59,43,88,21,119,19,1.725,INLAND,67500
-114.62,33.62,26,18,3,5,3,0.536,INLAND,275000
-118.17,34.68,13,5341,773,2288,724,6.6772,INLAND,185600
-122.63,38.95,11,686,127,246,86,1.7083,INLAND,77300
-119.16,36.31,7,2946,664,1608,622,1.6829,INLAND,80200
-117.62,34.11,17,1869,311,831,262,6.148,INLAND,243900
-119.69,36.8,31,2576,458,1306,418,3.2813,INLAND,68700
-120.98,39.93,25,2220,511,912,449,1.8914,INLAND,87800
-121.51,38.53,34,1613,265,631,266,4.25,INLAND,191900
-119.73,36.83,14,3348,491,1584,493,5.0828,INLAND,111400
-119.6,37.29,13,1722,325,712,269,2.625,INLAND,137500
-122,38.28,3,7030,1191,3238,1055,4.962,INLAND,161700
-122.05,38.26,32,1070,199,631,195,2.6827,INLAND,98900
-117.32,34.24,29,1290,263,323,113,1.9265,INLAND,103300
-121.3,38.61,25,2707,464,1423,490,4.3235,INLAND,116900
-117.57,34.07,4,2152,580,1083,441,3.1458,INLAND,118800
-122.25,40.42,17,1429,265,692,245,2.8611,INLAND,98700
-120.85,37.05,32,2893,481,1198,466,3.1719,INLAND,140600
-121.9,38.02,12,1497,360,943,341,2.1417,INLAND,122200
-121.03,40.35,52,5486,1044,1977,754,2.1833,INLAND,49500
-116.75,33.83,16,5277,1070,657,276,3.3333,INLAND,143400
-117.28,34.68,28,1932,421,1156,404,1.8958,INLAND,55600
-121.93,37.93,16,2169,262,877,245,6.6049,INLAND,312600
-120.25,38.55,15,4403,891,1103,433,3.0125,INLAND,111700
-119.64,36.33,41,3095,766,1852,721,1.4524,INLAND,51700
-120.47,37.34,9,2934,511,1227,501,3.6742,INLAND,117200
-122.92,39.05,16,1548,295,605,250,3.5652,INLAND,119000
-115.52,33.12,38,1327,262,784,231,1.8793,INLAND,60800
-119.08,36.22,28,1606,320,1158,317,3.0324,INLAND,55600
-118.04,34.1,38,2317,451,1155,426,4.1488,INLAND,235300
-120.06,36.97,35,1859,428,1208,399,1.4044,INLAND,61700
-120.27,39.35,11,2520,401,397,165,4.665,INLAND,145600
-118.91,36.79,19,1616,324,187,80,3.7857,INLAND,78600
-120.79,38.54,34,1133,254,495,187,2.05,INLAND,68900
-121.41,38.34,24,1605,277,1966,250,3.0833,INLAND,162500
-119.48,36.5,32,3451,625,1968,574,2.9554,INLAND,110300
-121.48,38.53,38,1451,315,786,340,2.3487,INLAND,101600
-119.02,35.34,34,2861,510,1375,486,3.4286,INLAND,71400
-119.85,36.43,23,1824,354,1146,362,2.8913,INLAND,60900
-117.23,33.89,5,11775,2031,6686,1911,4.1953,INLAND,136600
-117.44,34.08,15,5024,992,3208,981,3.6025,INLAND,116400
-120.99,37.68,28,3269,647,1595,617,2.2336,INLAND,112700
-117.72,34.1,46,2477,458,1034,455,5.5,INLAND,289700
-121.37,36.84,11,1996,382,1023,358,3.5714,INLAND,243000
-117.33,34.03,14,1582,347,825,259,2.8281,INLAND,106300
-122.37,40.45,18,1748,337,921,327,3.3315,INLAND,85400
-117.44,33.96,29,124,22,50,18,12.5381,INLAND,112500
-119.8,36.75,41,1659,466,1391,447,1.3527,INLAND,61200
-116.39,33.82,15,11115,2257,4122,1653,2.7219,INLAND,74400
-122.93,40.78,20,3758,798,1685,757,2.3667,INLAND,91200
-121.79,37.99,10,4156,609,1878,586,5.6506,INLAND,178600
-121.45,38.53,38,1746,388,1142,315,1.7714,INLAND,69900
-121.58,39.79,19,2636,523,1184,465,2.7863,INLAND,108600
-121.42,38.68,32,2118,345,1019,338,3.725,INLAND,112200
-119.73,36.68,32,755,205,681,207,1.7986,INLAND,49300
-120.51,35.91,39,768,162,264,118,5.3245,INLAND,250000
-117.44,34.45,6,6068,1137,3094,947,3.5167,INLAND,130900
-121.43,38.52,43,2089,399,955,385,2.5898,INLAND,72100
-116.98,34.05,6,2290,312,957,274,7.2708,INLAND,316700
-116.46,33.78,33,2565,745,2301,638,2.5477,INLAND,83000
-121.01,37.64,36,1981,507,1998,468,1.9013,INLAND,69900
-121.26,38.13,25,2549,675,2053,648,2.0875,INLAND,83100
-121.48,38.57,52,567,193,272,187,1.625,INLAND,187500
-119.63,36.76,22,4126,614,1795,613,4.925,INLAND,154700
-116.39,33.72,19,7646,1618,2496,1075,3.5569,INLAND,128000
-121.56,39.69,8,2836,522,1163,512,3.13,INLAND,168300
-121,39.16,10,1170,225,537,194,3.2813,INLAND,163200
-118.99,35.32,26,875,199,567,204,0.9288,INLAND,36600
-121.22,37.97,37,1514,337,1121,337,2.401,INLAND,58400
-121.45,38.69,32,2962,526,1542,521,2.2243,INLAND,89200
-121.82,38.36,26,1974,364,1002,362,3.3036,INLAND,210000
-117.43,33.99,18,3307,547,1738,457,4.566,INLAND,116900
-119.72,36.81,15,2175,564,1194,482,2.6767,INLAND,87500
-121.46,38.53,37,2745,588,1607,556,1.8007,INLAND,65400
-119.76,36.79,26,3654,837,1976,830,2.1544,INLAND,72800
-117.97,34.13,33,2038,473,1546,469,3.4777,INLAND,144500
-121.47,38.48,25,2969,551,1745,487,2.6382,INLAND,76200
-116.51,34.45,21,8502,2634,2330,991,1.3811,INLAND,51300
-116.52,33.82,21,10227,2315,3623,1734,2.5212,INLAND,145200
-117.57,34.15,3,12806,2219,4249,1499,5.485,INLAND,343100
-119.74,36.65,19,2546,463,1257,418,2.9013,INLAND,89500
-116.8,33.52,3,830,145,272,104,3.8281,INLAND,163500
-120.87,41.54,21,1091,208,660,188,2.2321,INLAND,34600
-119.25,36.56,35,1675,373,1131,316,1.6722,INLAND,59100
-121.21,38.83,21,3691,640,1758,603,3.5607,INLAND,151900
-120.42,40.38,26,1652,313,762,280,2.4757,INLAND,85600
-121.15,38.89,20,2024,313,879,309,5.2903,INLAND,239400
-120.33,38,14,1944,330,822,314,3.5,INLAND,170700
-119.04,35.36,40,1533,312,771,306,3.0435,INLAND,69500
-119.69,36.73,30,2437,349,1005,380,7.2211,INLAND,171700
-117.65,34.11,28,2788,370,1140,385,5.3368,INLAND,233500
-121.29,37.89,26,161,27,1542,30,5.7485,INLAND,162500
-119.69,36.79,13,1736,313,993,314,3.7697,INLAND,83600
-117.68,34.11,16,3190,471,1414,464,5.5292,INLAND,208600
-117.95,35.13,4,2630,502,1150,422,4.25,INLAND,104400
-119.04,35.95,25,1009,246,994,222,1.8462,INLAND,55800
-117.37,34,36,730,155,476,142,2.4306,INLAND,88900
-117.36,33.98,46,1680,453,1570,435,2.0436,INLAND,82300
-120.84,37.49,25,2383,576,1234,583,1.4529,INLAND,86100
-121.21,37.79,33,811,185,446,198,1.6724,INLAND,96900
-115.59,32.69,30,935,177,649,148,2.5769,INLAND,94400
-117.73,34.05,28,2758,771,2877,694,2.0734,INLAND,113300
-119.83,36.79,35,1872,363,1054,369,3.3272,INLAND,65600
-115.56,32.78,29,1568,283,848,245,3.1597,INLAND,76200
-118.05,34.1,42,2065,404,1313,402,4.0179,INLAND,274300
-118.91,35.3,28,1793,358,1233,351,2.7845,INLAND,82200
-119.05,35.34,14,3580,984,1933,912,2.6637,INLAND,175000
-116.61,33.04,11,2522,538,616,269,3.875,INLAND,198100
-118.3,37.17,22,3480,673,1541,636,2.75,INLAND,94500
-119.33,36.3,11,3045,,1563,516,5.4337,INLAND,133800
-119.34,36.32,6,3266,604,1769,580,3.1574,INLAND,89200
-121.59,36.97,16,865,123,403,130,5.7396,INLAND,308700
-119.76,36.73,39,1553,363,1449,341,1.4419,INLAND,45500
-119,35.31,37,1337,275,767,273,1.6522,INLAND,53300
-118.93,36.1,19,2988,681,1654,576,2.3792,INLAND,90000
-121.28,38.03,11,826,150,684,166,3.9265,INLAND,107400
-121.36,38.4,18,4813,849,2333,843,4.175,INLAND,144400
-121.35,38.68,20,7085,1222,3455,1229,4.3118,INLAND,120000
-117.23,34.13,10,1145,293,726,251,1.645,INLAND,68700
-119.32,36.31,21,2309,424,1047,453,2.9886,INLAND,87500
-117.2,34.5,10,4201,850,2378,808,2.1781,INLAND,92200
-121.36,38.63,30,2619,370,940,359,4.7283,INLAND,164500
-122.02,38.26,8,2894,602,1566,572,3.6335,INLAND,131600
-117.24,34.12,29,2654,667,1822,593,2.1563,INLAND,72300
-121.04,37.78,32,2916,528,1466,473,2.5643,INLAND,200000
-121.29,38.07,21,1185,207,533,213,3.1917,INLAND,204500
-121.36,38.03,14,2356,438,1378,481,3.7375,INLAND,138800
-121.04,39.22,14,1889,471,853,399,2.25,INLAND,112500
-121.3,38.03,13,1014,200,712,197,3.1471,INLAND,102800
-122.46,38.53,32,1735,331,785,309,3.6641,INLAND,275800
-115.73,33.36,19,749,238,476,169,1.7727,INLAND,50000
-121.44,38.48,12,4929,1010,2621,870,2.7262,INLAND,109800
-120.72,38.57,8,892,185,427,164,2.6833,INLAND,118800
-121.33,38.6,25,4260,607,1635,640,6.2817,INLAND,288200
-121.44,38.6,16,2987,864,1240,755,2.8231,INLAND,137500
-121.2,38.02,44,608,108,287,83,3.3882,INLAND,125000
-120.49,37.31,45,1834,421,1405,407,2.0521,INLAND,72400
-121.56,39.08,26,1377,289,761,267,1.4934,INLAND,48300
-118.38,34.58,18,1859,375,913,372,4.3456,INLAND,148900
-115.52,34.22,30,540,136,122,63,1.3333,INLAND,42500
-119.96,38.94,19,1429,292,585,188,2.2589,INLAND,131600
-117.35,33.97,27,3960,886,2807,838,3.024,INLAND,122500
-119.79,36.72,41,1562,322,927,277,1.3047,INLAND,44100
-120.51,41.35,16,2843,564,892,386,2.5074,INLAND,69100
-121.38,38.69,35,2943,554,1460,510,2.6713,INLAND,84400
-121.43,38.61,40,1134,252,675,249,1.3696,INLAND,65200
-121.6,37.91,13,2479,394,1075,350,5.1017,INLAND,241400
-119.99,38.94,24,1216,289,421,185,3.1625,INLAND,103600
-117.46,33.92,21,713,142,476,142,3.5208,INLAND,121100
-120.09,37.02,9,1608,297,1057,295,3.7143,INLAND,81600
-119.67,36.72,31,843,140,453,149,2.6875,INLAND,153800
-121.22,37.8,28,2608,576,1719,554,2.1186,INLAND,94400
-119.79,36.78,41,2227,462,1129,415,2.319,INLAND,59100
-117.17,34.28,13,4867,718,780,250,7.1997,INLAND,253800
-117.66,34.15,25,3430,485,1284,438,8.5282,INLAND,360100
-117.32,33.8,11,3196,576,1757,552,4.0982,INLAND,173300
-121.37,38.67,36,1786,338,974,319,2.555,INLAND,72700
-117.25,34.51,7,3200,477,1522,470,4.6914,INLAND,142200
-117.27,34.12,31,2209,636,1314,562,1.7235,INLAND,78800
-121.9,38.72,38,575,107,259,109,3.75,INLAND,187500
-122.23,40.17,21,1401,331,651,299,2.225,INLAND,64700
-121.83,38,15,6365,1646,3838,1458,2.5495,INLAND,103600
-121.38,38.62,34,2352,610,1127,592,2.2,INLAND,116500
-117.15,34.03,26,5305,701,1818,676,6.1461,INLAND,217100
-121.42,37.74,38,773,147,320,134,2.825,INLAND,152500
-118.44,35.75,23,3166,700,1097,493,2.6288,INLAND,96000
-121.24,39.22,14,983,163,399,161,2.2917,INLAND,145100
-121.29,37.97,52,1610,480,1025,440,1.2962,INLAND,110200
-121.31,38.72,11,2306,420,1308,418,3.9506,INLAND,122200
-121.06,36.72,23,395,70,166,52,2.2132,INLAND,100000
-114.98,33.07,18,1183,363,374,127,3.1607,INLAND,57500
-120.81,38.89,17,1438,324,675,268,2.9444,INLAND,119300
-121.39,38.63,30,2930,739,1661,668,2.7813,INLAND,118900
-119.81,36.78,35,1012,245,633,240,2.0324,INLAND,55500
-120.99,39.04,17,2289,450,1182,397,2.3696,INLAND,166800
-121,37.61,36,2647,604,2045,550,2.273,INLAND,62900
-119.74,36.75,47,2236,418,1042,397,2.9545,INLAND,59600
-117.72,34.05,8,1841,409,1243,394,4.0614,INLAND,107000
-121.2,37.8,37,311,61,171,54,4.0972,INLAND,101800
-119.01,35.35,39,598,149,366,132,1.9125,INLAND,57900
-121.78,38.01,19,2688,469,1216,422,4.4491,INLAND,133900
-118.04,34.13,22,3359,643,1227,588,4.645,INLAND,276200
-121.03,37.66,31,887,217,614,199,2.1528,INLAND,75500
-121.45,38.51,29,4221,901,2294,850,2.2245,INLAND,75900
-121.44,38.49,31,4297,788,2083,771,3.3878,INLAND,109300
-117.57,34.13,5,6135,879,2795,781,5.9369,INLAND,225200
-117.61,34.04,8,4116,766,1785,745,3.1672,INLAND,150200
-121.33,37.96,20,1727,386,730,342,2.5195,INLAND,92600
-118.98,35.4,34,813,171,440,170,2.8393,INLAND,69800
-117.51,33.97,35,352,62,184,57,3.6691,INLAND,137500
-117.55,33.85,4,8207,1373,3887,1304,4.8686,INLAND,195300
-119.72,37.38,16,2131,424,989,369,2.6071,INLAND,103700
-116.93,33.73,13,3603,573,1644,515,4.0433,INLAND,132300
-116.21,33.75,22,894,,830,202,3.0673,INLAND,68200
-119.42,35.97,21,554,121,426,122,2.3516,INLAND,47500
-121.24,38.78,18,549,143,249,136,0.8691,INLAND,136500
-122.06,38.25,34,1562,289,898,307,3.3598,INLAND,107200
-116.82,34.24,11,5799,1527,713,262,2.5147,INLAND,84700
-121.81,37.97,8,1584,236,615,202,6.4753,INLAND,166800
-121.78,38.68,39,2806,662,1659,638,1.9787,INLAND,97800
-121.23,37.98,27,849,137,373,131,5.0362,INLAND,181300
-121.23,37.78,20,273,49,149,49,4.8229,INLAND,158300
-121.21,38.76,16,1608,296,792,286,3.1583,INLAND,239200
-120.76,38.76,21,3509,606,1576,564,2.6392,INLAND,148500
-120.06,36.72,32,981,237,736,249,1.8,INLAND,60400
-117.31,34.08,43,1697,387,1181,352,1.9234,INLAND,74600
-121.99,38.15,36,263,73,88,42,2.5313,INLAND,162500
-116.93,33.74,15,3757,666,1693,654,3.6806,INLAND,112800
-120.31,37.11,38,1696,301,985,278,2.4054,INLAND,112500
-118.01,34.12,43,1185,207,657,198,4.5491,INLAND,214800
-120.89,37.54,30,509,115,275,115,2.2679,INLAND,250000
-121.51,37.02,19,2372,394,1142,365,4.0238,INLAND,374600
-116.34,33.36,24,2746,514,731,295,3.3214,INLAND,176400
-115.96,33.3,27,322,81,112,57,1.125,INLAND,54400
-121.13,38.87,48,1127,,530,186,3.0917,INLAND,128100
-119.8,36.75,52,1788,449,1156,418,1.7298,INLAND,58400
-117.3,34.52,34,4493,838,2335,779,3.1635,INLAND,74300
-122.28,40.5,21,2405,476,1197,412,2.6488,INLAND,83100
-115.38,32.81,35,1263,262,950,241,1.8958,INLAND,67500
-117.37,34.01,15,1386,247,703,185,3.6415,INLAND,124200
-121.57,37.02,17,2889,624,2681,608,2.9417,INLAND,178000
-121.02,37.7,16,3476,650,2126,665,3.3438,INLAND,125400
-122.35,40.56,16,2801,614,1695,563,1.9,INLAND,81600
-117.11,33.98,25,1254,312,715,301,2.7344,INLAND,149000
-119.86,36.45,19,2439,462,1416,469,2.4474,INLAND,75600
-117.07,34.24,21,4773,1047,337,130,3.9375,INLAND,115000
-121.02,37.62,30,1721,399,1878,382,2.5363,INLAND,83900
-119.75,36.75,49,2331,460,1290,477,2.5111,INLAND,55400
-120.64,36.99,23,2363,449,1168,410,2.2794,INLAND,75700
-117.31,34.04,29,2481,383,1188,385,4.7344,INLAND,134600
-117.34,33.94,20,4589,594,1660,595,7.4141,INLAND,236500
-121.12,37.73,35,1107,227,573,210,2.3924,INLAND,102200
-121.92,38.57,10,1320,246,898,228,1.9327,INLAND,193800
-120.23,39.36,7,2045,358,245,92,4.0481,INLAND,152300
-119.69,36.43,29,1799,356,1278,387,1.7813,INLAND,57900
-122.08,40.64,14,3099,519,1447,494,4.0132,INLAND,141200
-120.99,37.68,30,1975,375,732,326,2.6932,INLAND,94900
-121.98,38.32,45,19,5,7460,6,10.2264,INLAND,137500
-117.59,34.1,17,3646,1035,1987,895,2.3603,INLAND,139300
-119.92,36.77,18,1422,243,702,230,3.6204,INLAND,119800
-121.2,37.79,36,866,160,502,149,2.4798,INLAND,101500
-121.67,40.61,8,2411,463,786,297,2.1513,INLAND,80400
-121.5,38.56,46,2646,645,1684,616,1.128,INLAND,123100
-117.66,34.13,19,3995,554,1523,509,6.075,INLAND,254100
-121.63,39.78,28,1677,327,770,309,2.6823,INLAND,93400
-117.5,33.98,21,2394,416,1291,381,4.2099,INLAND,138700
-120.82,37.05,15,1385,288,775,255,1.933,INLAND,140600
-119.4,35.06,21,2213,458,1250,440,2.9187,INLAND,52100
-122.65,38.97,32,1856,472,703,292,1.1912,INLAND,60000
-121.07,38.92,15,5301,884,2335,831,4.515,INLAND,164000
-119.1,36.19,17,1564,396,713,362,1.6186,INLAND,77100
-121.32,38.59,21,9774,1777,4674,1712,3.6817,INLAND,136100
-117.66,35.62,11,5897,1138,2728,1072,4.15,INLAND,85700
-117.84,34.12,25,3465,566,1722,536,4.8304,INLAND,228900
-115.51,33.12,21,1024,218,890,232,2.101,INLAND,46700
-119.02,35.42,40,1912,439,1015,413,1.4598,INLAND,52600
-119.73,36.72,26,2645,1005,1660,991,0.6991,INLAND,89500
-120.73,37.38,37,653,176,827,176,1.9236,INLAND,64400
-121.75,38.55,26,4802,950,2199,939,3.7452,INLAND,227700
