accruedInterest,allocationStatus,book,clearingHouse,comments,commission,confirmationStatus,counterparty,counterpartyCountry,counterpartyId,counterpartyType,createdDate,currency,cusip,dV01,dealId,delta,desk,duration,exchange,externalOrderId,fees,gamma,instrumentId,instrumentName,instrumentType,isElectronic,isin,lastModifiedDate,maturityDate,notional,pV01,parentOrderId,platformOrderId,portfolio,price,prime,productType,quantity,settlementAmount,settlementDate,settlementStatus,side,status,strategy,ticker,tradeDate,trader,traderId,valueDate,vega,venue,yield
,Allocated,Equity Trading,jscc,,1618.48,Rejected,Jefferies,US,CP0031,Institution,2025-01-01T17:24:31,AUD,539548489,,DEAL00009716,,Delta One,,NYSE,,503.35,,INST003822,MRK Future,Future,True,US6112255164,2025-01-01T19:24:31,,5618095.32,,,P00009716,EquityTrading-4,142.0433,,Future,39551,5620217.15,2025-01-02,Failed,sell,completed,Arbitrage,MRK,2025-01-01,Trader013,T0048,2025-01-02,,Voice,
,Unallocated,FX Trading,lch,Trade 9717 - Special handling required,12940.32,Unconfirmed,Barclays,UK,CP0097,Broker,2025-06-12T17:24:31,USD,,,DEAL00009717,-0.4975,Electronic,,NYSE,EXT15583270,360.08,0.087689,INST008715,AAPL Option,Option,False,US6714982152,2025-06-13T04:24:31,,7545079.88,,,P00009717,FXTrading-9,2712.8175,,Option,2781,7558380.28,2025-06-13,Unsettled,sell,failed,Mean Reversion,AAPL,2025-06-12,Trader023,T0022,2025-06-13,51.34,Electronic,
,Allocated,FX Trading,dtcc,,3507.92,Pending,Bank of America,JP,CP0028,Institution,2024-08-18T17:24:31,GBP,966473345,,DEAL00009718,,Market Making,,NYSE,EXT41052201,167.21,,INST001480,MSFT FX Forward,FX Forward,False,US8214586887,2024-08-19T15:24:31,,9978985.01,,,P00009718,FXTrading-1,4892.1944,,FX Forward,2039,9982660.14,2024-08-23,Unsettled,buy,partial,Market Making,MSFT,2024-08-18,Trader040,T0030,2024-08-23,,Electronic,
,Unallocated,Emerging Markets,jscc,,1069.87,Rejected,Citigroup,CH,CP0018,Institution,2024-11-04T17:24:31,GBP,296716373,,DEAL00009719,,Arbitrage,,NYSE,EXT50080332,72.57,,INST006482,C Future,Future,False,US5054703603,2024-11-04T20:24:31,,6038998.91,,,P00009719,EmergingMarkets-9,4000.3418,HSBC,Future,1509,6040141.35,2024-11-09,Failed,buy,pending,Mean Reversion,C,2024-11-04,Trader043,T0049,2024-11-09,,Electronic,
,Allocated,Emerging Markets,eurex,,14486.27,Pending,Nomura,FR,CP0057,Institution,2025-05-19T17:24:31,JPY,526816648,,DEAL00009720,,Electronic,,NYSE,EXT21633112,437.05,,INST000227,PFE Commodity,Commodity,True,US4428073298,2025-05-19T20:24:31,,7712851.26,,,P00009720,EmergingMarkets-3,134.6647,Wells Fargo,Commodity,57274,7727774.58,2025-05-23,Pending,buy,partial,Directional,PFE,2025-05-19,Trader034,T0008,2025-05-23,,Electronic,
,Allocated,Structured Products,eurex,,4919.91,Unconfirmed,Credit Suisse,FR,CP0040,Institution,2025-04-05T17:24:31,CHF,287836948,,DEAL00009721,,Market Making,,NYSE,,50.29,,INST004690,CVX Forward,Forward,False,US5935976544,2025-04-05T23:24:31,2030-05-06,2461114.88,,PARENT000260,P00009721,StructuredProducts-8,2807.3372,,Forward,876,2466085.08,2025-04-10,Pending,sell,completed,Event Driven,CVX,2025-04-05,Trader040,T0005,2025-04-10,,Electronic,
,Unallocated,Prime Brokerage,ice,,3814.67,Pending,HSBC,DE,CP0069,Institution,2024-12-12T17:24:31,CHF,,,DEAL00009722,,Market Making,,NYSE,,404.93,,INST007230,MRK Equity,Equity,False,US8168370864,2024-12-13T13:24:31,,7434492.54,,,P00009722,PrimeBrokerage-3,3998.5319,Nomura,Equity,1859,7438712.14,2024-12-17,Unsettled,buy,pending,Arbitrage,MRK,2024-12-12,Trader011,T0044,2024-12-17,,Electronic,
,Allocated,Prime Brokerage,lch,,3395.19,Rejected,Credit Suisse,SG,CP0076,Broker,2024-08-19T17:24:31,USD,,,DEAL00009723,,Market Making,,NASDAQ,EXT93328208,125.53,,INST002255,MSFT ETF,ETF,True,US2897763226,2024-08-20T16:24:31,,2623855.54,,,P00009723,PrimeBrokerage-4,1830.0156,,ETF,1433,2627376.26,2024-08-23,Failed,sell,partial,Momentum,MSFT,2024-08-19,Trader036,T0024,2024-08-23,,Electronic,
6198.16,Pending,Prime Brokerage,cme,Trade 9724 - Special handling required,545.37,Confirmed,Morgan Stanley,US,CP0020,Institution,2025-01-05T17:24:31,EUR,,741.73,DEAL00009724,,Flow Trading,19.31,NYSE,EXT07366995,35.15,,INST008822,TSLA Bond,Bond,True,,2025-01-06T12:24:31,,1020243.87,815.9,PARENT000450,P00009724,PrimeBrokerage-3,440.2708,,Bond,2317,1020824.39,2025-01-09,Settled,buy,pending,Arbitrage,TSLA,2025-01-05,Trader013,T0048,2025-01-09,,Voice,0.0161
,Partial,Prime Brokerage,dtcc,,6831.97,Confirmed,Barclays,SG,CP0023,Broker,2024-09-30T17:24:31,GBP,,,DEAL00009725,,Flow Trading,,NASDAQ,EXT19768385,68.86,,INST003856,NVDA Index,Index,True,US7201646864,2024-09-30T20:24:31,,3565411.05,,,P00009725,PrimeBrokerage-9,3092.2792,Nomura,Index,1153,3572311.88,2024-10-01,Pending,buy,completed,Event Driven,NVDA,2024-09-30,Trader016,T0045,2024-10-01,,Electronic,
,Unallocated,Options Trading,cme,,15461.18,Unconfirmed,Citigroup,CA,CP0012,Broker,2025-01-26T17:24:31,JPY,565569404,,DEAL00009726,,Prop Trading,,NYSE,EXT08570772,200.54,,INST000457,GOOGL Equity,Equity,True,,2025-01-27T03:24:31,,9280873.21,,,P00009726,OptionsTrading-3,4653.4606,,Equity,1994,9296534.93,2025-01-27,Unsettled,buy,failed,Mean Reversion,GOOGL,2025-01-26,Trader038,T0025,2025-01-27,,Electronic,
,Allocated,Bond Trading,jscc,,2779.14,Confirmed,RBC Capital,US,CP0042,Broker,2025-02-16T17:24:31,USD,259220922,,DEAL00009727,,Arbitrage,,NYSE,,406.57,,INST004861,MRK FX Forward,FX Forward,True,US3658184650,2025-02-16T19:24:31,,5049179.15,,PARENT000372,P00009727,BondTrading-1,1730.9408,Barclays,FX Forward,2917,5052364.86,2025-02-21,Pending,sell,completed,Mean Reversion,MRK,2025-02-16,Trader041,T0050,2025-02-21,,Electronic,
,Unallocated,Equity Trading,lch,,18221.13,Pending,UBS,SG,CP0062,Institution,2024-11-27T17:24:31,CAD,950854369,,DEAL00009728,-0.0838,Arbitrage,,NYSE,,715.29,0.027838,INST009336,MRK Option,Option,True,,2024-11-27T21:24:31,,9203459.2,,,P00009728,EquityTrading-10,426.8534,Morgan Stanley,Option,21561,9222395.62,2024-12-01,Settled,buy,completed,Hedging,MRK,2024-11-27,Trader004,T0046,2024-12-01,67.25,Voice,
,Allocated,Futures Trading,eurex,,2622.79,Rejected,Jefferies,CH,CP0092,Broker,2025-02-25T17:24:31,AUD,917388025,,DEAL00009729,-0.1698,Market Making,,NYSE,EXT09014347,182.88,0.043638,INST000481,JPM Option,Option,True,US4423748144,2025-02-25T22:24:31,2027-03-15,3886008.74,,,P00009729,FuturesTrading-10,4035.0825,,Option,963,3888814.41,2025-02-26,Pending,buy,pending,Arbitrage,JPM,2025-02-25,Trader045,T0021,2025-02-26,5.42,Voice,
,Allocated,Structured Products,ice,,5293.28,Confirmed,Bank of America,US,CP0080,Broker,2025-07-27T17:24:31,USD,204853922,,DEAL00009730,,Market Making,,NYSE,EXT77226952,166.5,,INST002282,NVDA FX Spot,FX Spot,True,US4724230148,2025-07-27T22:24:31,,3617757.75,,,P00009730,StructuredProducts-6,2096.9501,,FX Spot,1725,3623217.53,2025-07-31,Unsettled,buy,failed,Momentum,NVDA,2025-07-27,Trader044,T0012,2025-07-31,,Voice,
,Pending,Futures Trading,eurex,,1845.02,Pending,HSBC,DE,CP0009,Broker,2025-01-28T17:24:31,USD,,8964.96,DEAL00009731,,Exotics,,NYSE,EXT86503467,368.49,,INST005584,UNH Swap,Swap,True,,2025-01-29T12:24:31,,4876698.04,9861.46,,P00009731,FuturesTrading-8,968.6258,Barclays,Swap,5034,4878911.55,2025-02-01,Pending,sell,pending,Relative Value,UNH,2025-01-28,Trader016,T0047,2025-02-01,,Electronic,
5750.42,Allocated,Emerging Markets,jscc,,14085.83,Confirmed,Credit Suisse,HK,CP0027,Institution,2025-05-23T17:24:31,CHF,,4210.97,DEAL00009732,,Delta One,16.53,NASDAQ,EXT52332259,672.32,,INST008596,MRK Bond,Bond,True,,2025-05-24T06:24:31,,9036135.24,4632.07,,P00009732,EmergingMarkets-5,2769.0209,,Bond,3263,9050893.39,2025-05-24,Settled,buy,failed,Market Making,MRK,2025-05-23,Trader049,T0014,2025-05-24,,Electronic,0.0787
,Allocated,Equity Trading,jscc,,64.16,Confirmed,Nomura,CA,CP0067,Broker,2024-09-06T17:24:31,USD,,,DEAL00009733,,Prop Trading,,NYSE,EXT94461714,6.08,,INST006454,BAC FX Spot,FX Spot,True,US4862361218,2024-09-07T03:24:31,,72089.14,,,P00009733,EquityTrading-4,1687.1332,,FX Spot,42,72159.38,2024-09-07,Failed,sell,failed,Arbitrage,BAC,2024-09-06,Trader047,T0041,2024-09-07,,Electronic,
,Allocated,ETF Trading,eurex,,852.18,Pending,Mizuho,HK,CP0027,Broker,2025-07-23T17:24:31,CAD,,,DEAL00009734,,Arbitrage,,NYSE,,398.05,,INST007878,SHEL Index,Index,False,US3036256081,2025-07-23T18:24:31,2032-06-28,6837785.44,,,P00009734,ETFTrading-7,217.7066,,Index,31408,6839035.67,2025-07-26,Pending,buy,partial,Arbitrage,SHEL,2025-07-23,Trader028,T0042,2025-07-26,,Electronic,
,Pending,Prime Brokerage,lch,,2698.83,Unconfirmed,Credit Suisse,AU,CP0095,Broker,2025-01-30T17:24:31,AUD,,,DEAL00009735,,Arbitrage,,NASDAQ,EXT89851256,215.85,,INST005376,META FX Forward,FX Forward,True,,2025-01-31T14:24:31,2032-05-08,2589554.39,,,P00009735,PrimeBrokerage-1,2773.7142,Morgan Stanley,FX Forward,933,2592469.07,2025-01-31,Failed,sell,cancelled,Market Making,META,2025-01-30,Trader006,T0002,2025-01-31,,Voice,
2061.0,Allocated,Equity Trading,jscc,,17609.89,Rejected,Credit Suisse,US,CP0024,Institution,2025-03-16T17:24:31,EUR,414722888,3997.35,DEAL00009736,,Structured,11.47,NYSE,,955.57,,INST005735,LLY Bond,Bond,True,US8669430579,2025-03-17T14:24:31,,9895358.17,4397.09,,P00009736,EquityTrading-6,695.5303,,Bond,14227,9913923.63,2025-03-17,Failed,buy,failed,Momentum,LLY,2025-03-16,Trader034,T0047,2025-03-17,,Electronic,0.0469
,Unallocated,Prime Brokerage,jscc,,816.36,Rejected,JP Morgan,HK,CP0053,Institution,2025-07-16T17:24:31,USD,,,DEAL00009737,,Market Making,,NYSE,EXT09321178,24.1,,INST009846,LLY Forward,Forward,False,,2025-07-17T03:24:31,2030-07-01,485060.07,,,P00009737,PrimeBrokerage-7,2461.4661,,Forward,197,485900.53,2025-07-17,Pending,buy,failed,Momentum,LLY,2025-07-16,Trader048,T0043,2025-07-17,,Electronic,
8738.89,Allocated,Derivatives,lch,,4602.63,Rejected,Deutsche Bank,US,CP0057,Broker,2025-01-26T17:24:31,AUD,,3726.09,DEAL00009738,,Market Making,29.85,NYSE,,487.28,,INST002772,C Bond,Bond,True,,2025-01-26T20:24:31,,8441297.76,4098.7,,P00009738,Derivatives-2,4955.9079,,Bond,1703,8446387.67,2025-01-28,Unsettled,sell,failed,Market Making,C,2025-01-26,Trader048,T0018,2025-01-28,,Electronic,0.0738
,Allocated,ETF Trading,eurex,Trade 9739 - Special handling required,863.16,Pending,JP Morgan,FR,CP0059,Institution,2024-12-01T17:24:31,EUR,,,DEAL00009739,,Structured,,NASDAQ,,113.11,,INST003947,NVDA Equity,Equity,True,US8203128808,2024-12-02T04:24:31,,1760038.99,,PARENT000234,P00009739,ETFTrading-2,351.5387,Jefferies,Equity,5006,1761015.26,2024-12-06,Settled,buy,failed,Arbitrage,NVDA,2024-12-01,Trader023,T0046,2024-12-06,,Voice,
,Allocated,Bond Trading,jscc,,519.86,Confirmed,JP Morgan,AU,CP0081,Broker,2025-07-28T17:24:31,CAD,742725780,,DEAL00009740,,Market Making,,NASDAQ,,91.87,,INST002779,AAPL CDS,CDS,True,US7315196042,2025-07-28T21:24:31,,1714324.2,,PARENT000463,P00009740,BondTrading-9,3393.7435,Morgan Stanley,CDS,505,1714935.93,2025-07-31,Settled,sell,pending,Market Making,AAPL,2025-07-28,Trader047,T0020,2025-07-31,,Voice,
,Pending,Credit Trading,lch,,1100.8,Confirmed,Credit Suisse,HK,CP0056,Broker,2025-05-09T17:24:31,JPY,333001428,,DEAL00009741,,Flow Trading,,NYSE,EXT48526114,66.42,,INST006398,TSLA FX Forward,FX Forward,True,,2025-05-10T09:24:31,,739987.18,,,P00009741,CreditTrading-1,1805.0719,,FX Forward,409,741154.4,2025-05-13,Pending,buy,completed,Mean Reversion,TSLA,2025-05-09,Trader042,T0008,2025-05-13,,Electronic,
,Partial,Prime Brokerage,lch,,5207.22,Unconfirmed,Deutsche Bank,UK,CP0038,Institution,2024-11-22T17:24:31,GBP,,,DEAL00009742,,Delta One,,NYSE,EXT29770691,301.97,,INST001090,CVX FX Spot,FX Spot,True,US4396521845,2024-11-22T21:24:31,,9785772.04,,,P00009742,PrimeBrokerage-1,793.6255,,FX Spot,12330,9791281.23,2024-11-24,Failed,sell,partial,Hedging,CVX,2024-11-22,Trader017,T0017,2024-11-24,,Electronic,
,Unallocated,Futures Trading,jscc,,4069.66,Unconfirmed,BNP Paribas,CH,CP0047,Institution,2024-11-19T17:24:31,AUD,,,DEAL00009743,,Structured,,NYSE,,166.68,,INST003672,JNJ FX Forward,FX Forward,False,US6703321194,2024-11-20T02:24:31,2026-11-04,2719366.81,,,P00009743,FuturesTrading-7,4093.9868,,FX Forward,664,2723603.15,2024-11-22,Pending,buy,pending,Hedging,JNJ,2024-11-19,Trader019,T0006,2024-11-22,,Electronic,
,Unallocated,Commodities,jscc,,10506.8,Pending,RBC Capital,DE,CP0009,Broker,2025-04-16T17:24:31,JPY,,,DEAL00009744,,Prop Trading,,NYSE,,244.15,,INST007245,LLY Forward,Forward,True,US4245274689,2025-04-17T06:24:31,2031-09-27,5666514.16,,,P00009744,Commodities-3,2852.4045,,Forward,1986,5677265.11,2025-04-17,Unsettled,buy,failed,Relative Value,LLY,2025-04-16,Trader035,T0024,2025-04-17,,Voice,
,Pending,Structured Products,ice,,3865.22,Unconfirmed,Citigroup,JP,CP0038,Broker,2025-03-07T17:24:31,GBP,659014191,,DEAL00009745,,Market Making,,NYSE,,74.28,,INST000484,SHEL Forward,Forward,True,US3980969209,2025-03-08T06:24:31,,4756299.78,,PARENT000945,P00009745,StructuredProducts-9,4946.306,,Forward,961,4760239.28,2025-03-08,Unsettled,sell,completed,Event Driven,SHEL,2025-03-07,Trader040,T0040,2025-03-08,,Voice,
,Allocated,Futures Trading,eurex,,16255.89,Rejected,Jefferies,HK,CP0088,Broker,2025-06-26T17:24:31,AUD,660615066,,DEAL00009746,,Exotics,,NYSE,EXT87704060,357.08,,INST007757,MRK FX Spot,FX Spot,False,US5421824841,2025-06-27T01:24:31,,9097994.64,,,P00009746,FuturesTrading-7,3770.3719,,FX Spot,2413,9114607.61,2025-07-01,Failed,sell,failed,Market Making,MRK,2025-06-26,Trader028,T0025,2025-07-01,,Electronic,
,Partial,Derivatives,lch,,1466.98,Unconfirmed,Credit Suisse,JP,CP0094,Institution,2025-06-02T17:24:31,GBP,908601580,7323.64,DEAL00009747,,Electronic,,NASDAQ,EXT01133245,218.78,,INST000644,NVDA Swap,Swap,True,,2025-06-03T17:24:31,2034-05-14,2342212.5,8056.0,,P00009747,Derivatives-8,931.2653,,Swap,2515,2343898.26,2025-06-04,Settled,buy,pending,Market Making,NVDA,2025-06-02,Trader017,T0004,2025-06-04,,Electronic,
,Unallocated,ETF Trading,ice,,1073.02,Rejected,Goldman Sachs,CH,CP0056,Broker,2025-08-12T17:24:31,USD,,,DEAL00009748,0.4557,Structured,,NYSE,EXT37172018,9.35,0.02688,INST005682,MSFT Option,Option,True,,2025-08-13T16:24:31,2031-09-05,780050.84,,,P00009748,ETFTrading-5,34.3575,,Option,22703,781133.21,2025-08-15,Unsettled,buy,completed,Hedging,MSFT,2025-08-12,Trader040,T0027,2025-08-15,7.02,Voice,
,Pending,Bond Trading,dtcc,,6626.25,Unconfirmed,Nomura,SG,CP0081,Broker,2024-09-23T17:24:31,GBP,647400896,,DEAL00009749,,Arbitrage,,NYSE,,425.86,,INST004684,META Forward,Forward,True,US1275151471,2024-09-24T17:24:31,2031-03-13,5238234.65,,,P00009749,BondTrading-4,1176.6001,,Forward,4452,5245286.76,2024-09-27,Pending,buy,completed,Market Making,META,2024-09-23,Trader033,T0032,2024-09-27,,Voice,
,Allocated,Structured Products,dtcc,,1315.95,Confirmed,UBS,AU,CP0050,Institution,2025-06-10T17:24:31,AUD,,8566.14,DEAL00009750,,Exotics,,NYSE,EXT52703123,54.95,,INST000390,TSLA Swap,Swap,True,US3938883164,2025-06-10T20:24:31,,974451.1,9422.75,,P00009750,StructuredProducts-9,1988.4696,,Swap,490,975822.0,2025-06-12,Pending,buy,partial,Momentum,TSLA,2025-06-10,Trader027,T0009,2025-06-12,,Voice,
,Allocated,ETF Trading,cme,,3321.49,Rejected,UBS,DE,CP0037,Institution,2024-10-26T17:24:31,USD,,,DEAL00009751,,Prop Trading,,NYSE,EXT28097783,28.5,,INST006086,GOOGL CDS,CDS,True,US6330342320,2024-10-26T23:24:31,2029-03-15,2409427.54,,PARENT000746,P00009751,ETFTrading-1,3033.3363,,CDS,794,2412777.53,2024-10-30,Unsettled,sell,failed,Directional,GOOGL,2024-10-26,Trader017,T0006,2024-10-30,,Voice,
,Allocated,FX Trading,ice,,10085.32,Unconfirmed,Morgan Stanley,US,CP0059,Broker,2025-07-01T17:24:31,CHF,,,DEAL00009752,,Electronic,,NYSE,EXT41281427,141.17,,INST007418,SHEL Equity,Equity,False,US2105449365,2025-07-01T21:24:31,,6083774.86,,,P00009752,FXTrading-4,3957.9566,,Equity,1537,6094001.35,2025-07-03,Pending,buy,cancelled,Arbitrage,SHEL,2025-07-01,Trader004,T0036,2025-07-03,,Electronic,
,Allocated,Derivatives,ice,Trade 9753 - Special handling required,15110.29,Rejected,RBC Capital,FR,CP0056,Institution,2025-07-26T17:24:31,EUR,,,DEAL00009753,,Flow Trading,,NYSE,EXT83211767,121.43,,INST000677,MRK Commodity,Commodity,True,US6032381701,2025-07-26T22:24:31,,8208175.62,,,P00009753,Derivatives-2,2367.6979,,Commodity,3466,8223407.34,2025-07-28,Failed,sell,cancelled,Mean Reversion,MRK,2025-07-26,Trader030,T0037,2025-07-28,,Electronic,
,Unallocated,Derivatives,lch,,6475.36,Pending,Jefferies,SG,CP0016,Institution,2024-10-04T17:24:31,JPY,379298212,,DEAL00009754,,Arbitrage,,NASDAQ,EXT97108423,178.42,,INST005537,MSFT Forward,Forward,False,US2363453511,2024-10-05T03:24:31,,3369834.14,,,P00009754,Derivatives-9,2575.0311,,Forward,1308,3376487.92,2024-10-07,Unsettled,sell,cancelled,Arbitrage,MSFT,2024-10-04,Trader013,T0018,2024-10-07,,Voice,
,Unallocated,Emerging Markets,cme,,664.96,Confirmed,Bank of America,HK,CP0059,Broker,2025-04-06T17:24:31,AUD,,,DEAL00009755,,Structured,,NYSE,,278.06,,INST005189,HSBC ETF,ETF,True,US7436654749,2025-04-07T14:24:31,,4709007.63,,,P00009755,EmergingMarkets-6,3324.5489,,ETF,1416,4709950.65,2025-04-08,Settled,sell,partial,Arbitrage,HSBC,2025-04-06,Trader044,T0032,2025-04-08,,Electronic,
,Unallocated,Futures Trading,jscc,,657.06,Pending,Deutsche Bank,UK,CP0077,Institution,2025-07-06T17:24:31,AUD,448241717,,DEAL00009756,,Delta One,,NYSE,EXT40650288,144.2,,INST000462,AAPL Forward,Forward,False,US5265739909,2025-07-07T01:24:31,,2597659.71,,,P00009756,FuturesTrading-5,343.6548,,Forward,7558,2598460.97,2025-07-10,Failed,sell,cancelled,Market Making,AAPL,2025-07-06,Trader041,T0003,2025-07-10,,Voice,
,Unallocated,ETF Trading,ice,,1503.14,Unconfirmed,Bank of America,CA,CP0010,Broker,2025-01-04T17:24:31,JPY,987551400,,DEAL00009757,,Market Making,,NYSE,EXT62420889,194.57,,INST004373,LLY ETF,ETF,True,,2025-01-04T18:24:31,,3991801.24,,PARENT000934,P00009757,ETFTrading-3,795.6442,,ETF,5017,3993498.95,2025-01-08,Pending,sell,failed,Relative Value,LLY,2025-01-04,Trader030,T0041,2025-01-08,,Voice,
,Pending,Options Trading,dtcc,,351.34,Pending,Deutsche Bank,JP,CP0067,Broker,2025-02-02T17:24:31,USD,703484668,,DEAL00009758,,Prop Trading,,NYSE,EXT54587920,110.61,,INST000231,MSFT Index,Index,True,,2025-02-03T03:24:31,,1153299.9,,PARENT000700,P00009758,OptionsTrading-5,3799.1792,,Index,303,1153761.85,2025-02-07,Pending,sell,partial,Momentum,MSFT,2025-02-02,Trader040,T0046,2025-02-07,,Voice,
,Partial,Structured Products,jscc,,705.48,Rejected,JP Morgan,US,CP0036,Institution,2024-12-29T17:24:31,CHF,,,DEAL00009759,,Exotics,,NYSE,EXT31958988,316.45,,INST009667,GS Forward,Forward,False,US1747204630,2024-12-30T06:24:31,,4169551.55,,,P00009759,StructuredProducts-7,2243.0208,,Forward,1858,4170573.48,2024-12-31,Pending,buy,cancelled,Event Driven,GS,2024-12-29,Trader010,T0031,2024-12-31,,Electronic,
,Pending,Options Trading,eurex,,2026.07,Confirmed,Morgan Stanley,UK,CP0049,Institution,2025-06-20T17:24:31,CAD,,,DEAL00009760,,Delta One,,NYSE,EXT87934349,546.59,,INST003391,LLY ETF,ETF,True,,2025-06-21T02:24:31,,6952189.99,,,P00009760,OptionsTrading-1,1976.4485,,ETF,3517,6954762.65,2025-06-21,Failed,buy,failed,Arbitrage,LLY,2025-06-20,Trader009,T0010,2025-06-21,,Voice,
,Pending,Bond Trading,eurex,,2207.87,Unconfirmed,Nomura,CA,CP0084,Institution,2025-04-23T17:24:31,JPY,,,DEAL00009761,,Prop Trading,,NASDAQ,EXT08137314,29.92,,INST008011,CVX FX Forward,FX Forward,True,US5765128265,2025-04-23T21:24:31,2027-10-09,1883877.41,,,P00009761,BondTrading-5,3275.2954,,FX Forward,575,1886115.2,2025-04-26,Settled,buy,cancelled,Relative Value,CVX,2025-04-23,Trader016,T0031,2025-04-26,,Voice,
,Allocated,Commodities,lch,,241.07,Pending,Morgan Stanley,US,CP0032,Broker,2024-09-15T17:24:31,CAD,940659423,,DEAL00009762,,Electronic,,NASDAQ,EXT71358352,16.49,,INST006500,JPM Forward,Forward,True,,2024-09-16T00:24:31,2028-06-10,174225.0,,,P00009762,Commodities-2,2037.3131,,Forward,85,174482.56,2024-09-20,Settled,buy,partial,Hedging,JPM,2024-09-15,Trader019,T0049,2024-09-20,,Electronic,
,Allocated,Equity Trading,ice,,2198.57,Rejected,JP Morgan,US,CP0083,Institution,2024-11-23T17:24:31,CAD,393970966,715.52,DEAL00009763,,Flow Trading,,NASDAQ,EXT34334147,159.48,,INST003943,JNJ Swap,Swap,True,,2024-11-24T07:24:31,,7104007.57,787.07,PARENT000242,P00009763,EquityTrading-1,4868.1887,,Swap,1459,7106365.62,2024-11-28,Settled,buy,cancelled,Mean Reversion,JNJ,2024-11-23,Trader048,T0042,2024-11-28,,Electronic,
,Allocated,Options Trading,ice,,9607.34,Confirmed,RBC Capital,AU,CP0061,Institution,2025-06-22T17:24:31,GBP,,2841.22,DEAL00009764,,Delta One,,NYSE,,502.52,,INST001542,LLY Swap,Swap,True,US7151146014,2025-06-23T07:24:31,,6755515.96,3125.34,PARENT000506,P00009764,OptionsTrading-4,4979.6453,,Swap,1356,6765625.82,2025-06-27,Failed,sell,completed,Event Driven,LLY,2025-06-22,Trader026,T0011,2025-06-27,,Voice,
,Unallocated,Bond Trading,cme,,2664.73,Rejected,RBC Capital,SG,CP0096,Institution,2024-12-17T17:24:31,USD,,,DEAL00009765,,Electronic,,NYSE,,35.33,,INST007508,C FX Spot,FX Spot,False,US1368339970,2024-12-18T11:24:31,,1725835.69,,,P00009765,BondTrading-5,1630.2494,,FX Spot,1058,1728535.75,2024-12-22,Unsettled,sell,partial,Directional,C,2024-12-17,Trader036,T0004,2024-12-22,,Voice,
,Partial,Bond Trading,dtcc,,14333.43,Rejected,Mizuho,US,CP0010,Broker,2024-10-20T17:24:31,AUD,,,DEAL00009766,,Electronic,,NYSE,EXT26819474,112.14,,INST003675,CVX Equity,Equity,True,US9235403253,2024-10-21T02:24:31,,8396118.17,,,P00009766,BondTrading-4,1956.1945,,Equity,4292,8410563.74,2024-10-24,Settled,buy,cancelled,Mean Reversion,CVX,2024-10-20,Trader032,T0028,2024-10-24,,Voice,
,Unallocated,Equity Trading,cme,,6910.42,Unconfirmed,Deutsche Bank,US,CP0025,Institution,2025-07-12T17:24:31,EUR,352090073,,DEAL00009767,,Structured,,NASDAQ,,520.49,,INST006774,TTE Index,Index,False,US9143265161,2025-07-13T09:24:31,,6104197.81,,,P00009767,EquityTrading-1,257.6399,,Index,23692,6111628.72,2025-07-14,Pending,sell,pending,Arbitrage,TTE,2025-07-12,Trader023,T0036,2025-07-14,,Voice,
,Pending,Structured Products,lch,,10144.07,Unconfirmed,UBS,FR,CP0029,Broker,2025-03-26T17:24:31,GBP,266802703,,DEAL00009768,,Exotics,,NYSE,EXT47572983,257.54,,INST005329,AAPL FX Forward,FX Forward,False,,2025-03-27T00:24:31,2031-07-20,5600926.44,,,P00009768,StructuredProducts-3,2797.8355,JP Morgan,FX Forward,2001,5611328.05,2025-03-31,Failed,sell,completed,Event Driven,AAPL,2025-03-26,Trader028,T0004,2025-03-31,,Voice,
,Pending,Credit Trading,ice,,1448.76,Unconfirmed,Deutsche Bank,FR,CP0049,Broker,2025-08-07T17:24:31,CHF,,,DEAL00009769,,Electronic,,NYSE,EXT33615367,243.13,,INST004710,MRK Index,Index,False,US3497617843,2025-08-08T03:24:31,,3487156.1,,,P00009769,CreditTrading-2,3048.5166,,Index,1143,3488847.99,2025-08-12,Pending,buy,cancelled,Mean Reversion,MRK,2025-08-07,Trader005,T0047,2025-08-12,,Voice,
,Unallocated,Futures Trading,jscc,,4007.66,Unconfirmed,Jefferies,US,CP0010,Institution,2025-05-15T17:24:31,AUD,840350646,,DEAL00009770,,Prop Trading,,NYSE,,243.63,,INST007315,C Commodity,Commodity,True,,2025-05-16T06:24:31,2031-11-23,2692807.52,,,P00009770,FuturesTrading-10,1969.541,Morgan Stanley,Commodity,1367,2697058.81,2025-05-16,Pending,sell,completed,Event Driven,C,2025-05-15,Trader018,T0044,2025-05-16,,Voice,
,Pending,Credit Trading,eurex,,6970.72,Rejected,Goldman Sachs,FR,CP0026,Institution,2024-11-04T17:24:31,AUD,,,DEAL00009771,,Structured,,NYSE,,517.37,,INST008576,XOM Future,Future,False,US3702041068,2024-11-05T02:24:31,,7522017.37,,,P00009771,CreditTrading-2,3709.3682,Mizuho,Future,2027,7529505.46,2024-11-07,Failed,sell,cancelled,Momentum,XOM,2024-11-04,Trader004,T0049,2024-11-07,,Voice,
